instance_id,algorithm,seed,reported_cost,eval_distance,eval_num_routes,eval_penalty,eval_penalized_cost,reported_minus_eval,feasible_capacity,feasible_coverage,feasible_fleet,lower_bound_vehicles,vehicles_allowed,runtime_seconds,converged_iteration
instance_n100,Clarke-Wright,6,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.03570151329040527,0
instance_n100,Clarke-Wright,7,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.04801630973815918,0
instance_n100,Clarke-Wright,8,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.038019418716430664,0
instance_n100,Clarke-Wright,9,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.035303354263305664,0
instance_n100,Clarke-Wright,10,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.045592546463012695,0
instance_n100,Standard PSO,1,3427345.7236328125,427345.7236328125,18,3000000.0,3427345.7236328125,0.0,True,True,False,17,15,0.23235726356506348,82
instance_n100,Standard PSO,2,3424998.478515625,424998.478515625,18,3000000.0,3424998.478515625,0.0,True,True,False,17,15,0.2418673038482666,80
instance_n100,Standard PSO,3,3442509.9892578125,442509.9892578125,18,3000000.0,3442509.9892578125,0.0,True,True,False,17,15,0.21032094955444336,95
instance_n100,Standard PSO,4,3431156.7138671875,431156.7138671875,18,3000000.0,3431156.7138671875,0.0,True,True,False,17,15,0.22449517250061035,44
instance_n100,Standard PSO,5,3438442.0048828125,438442.0048828125,18,3000000.0,3438442.0048828125,0.0,True,True,False,17,15,0.23706841468811035,95
instance_n100,Standard PSO,6,3438847.58203125,438847.58203125,18,3000000.0,3438847.58203125,0.0,True,True,False,17,15,0.22495365142822266,98
instance_n100,Standard PSO,7,3416538.888671875,416538.888671875,18,3000000.0,3416538.888671875,0.0,True,True,False,17,15,0.21333837509155273,96
instance_n100,Standard PSO,8,3419907.740234375,419907.740234375,18,3000000.0,3419907.740234375,0.0,True,True,False,17,15,0.20362234115600586,95
instance_n100,Standard PSO,9,3411305.271484375,411305.271484375,18,3000000.0,3411305.271484375,0.0,True,True,False,17,15,0.22869157791137695,92
instance_n100,Standard PSO,10,3442110.7822265625,442110.7822265625,18,3000000.0,3442110.7822265625,0.0,True,True,False,17,15,0.24599456787109375,96
instance_n100,QPSO (baseline),1,3441698.021484375,441698.021484375,18,3000000.0,3441698.021484375,0.0,True,True,False,17,15,0.2883265018463135,81
instance_n100,QPSO (baseline),2,3429837.44921875,429837.44921875,18,3000000.0,3429837.44921875,0.0,True,True,False,17,15,0.2504537105560303,95
instance_n100,QPSO (baseline),3,3444921.3359375,444921.3359375,18,3000000.0,3444921.3359375,0.0,True,True,False,17,15,0.2650768756866455,69
instance_n100,QPSO (baseline),4,3441559.689453125,441559.689453125,18,3000000.0,3441559.689453125,0.0,True,True,False,17,15,0.25801658630371094,0
instance_n100,QPSO (baseline),5,3453615.6015625,453615.6015625,18,3000000.0,3453615.6015625,0.0,True,True,False,17,15,0.2730393409729004,65
instance_n100,QPSO (baseline),6,3451332.2109375,451332.2109375,18,3000000.0,3451332.2109375,0.0,True,True,False,17,15,0.2873420715332031,10
instance_n100,QPSO (baseline),7,3450067.4462890625,450067.4462890625,18,3000000.0,3450067.4462890625,0.0,True,True,False,17,15,0.27145838737487793,35
instance_n100,QPSO (baseline),8,3436311.4638671875,436311.4638671875,18,3000000.0,3436311.4638671875,0.0,True,True,False,17,15,0.25224733352661133,73
instance_n100,QPSO (baseline),9,3441847.9716796875,441847.9716796875,18,3000000.0,3441847.9716796875,0.0,True,True,False,17,15,0.24949336051940918,79
instance_n100,QPSO (baseline),10,3447875.6884765625,447875.6884765625,18,3000000.0,3447875.6884765625,0.0,True,True,False,17,15,0.241896390914917,6
